Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Ivy,IVY-1179,Packager resolver always extracts all files from archives even when the packaging instructions contains include tags,Bug,Resolved,Minor,Fixed,Maarten Coene,Stefan De Boey,Stefan De Boey,3/31/2010 18:01,,5/7/2010 20:12,4/22/2010 22:37,"2.1.0, 2.3.0-RC1",2.2.0-RC1,Core,,0,1,,,,,,,,,"According to the documentation the packager resolver should unzip/untar only specific files and folders (and not the complete archive) from downloaded resources in case the packager module description specfies include tags. Let's assume we have a module testng (example is taken from the examples in the Packager Resolver documentation) and we have a packager module descriptor (the packaging instructions) packager.xml specifying the following resource: 

{code:xml} 
<resource dest=""archive"" url=""http://testng.org/${zipname}.zip"" sha1=""2ea19275dc17453306f8bb780fe6ef6e9af7756b""> 
<include name=""${zipname}/*.jar""/> 
</resource> 
{code} 

this instructs the package resolver to download the resources from http://testng.org/... and then extract the archive, but only all JAR files in the root of the archive. 

in this case only the JAR's in the ZIP file should be extracted from the resource, but that's not the case. at first i didn't notice this, but i was creating the packaging instructions for a project which is in a huge ZIP file and so i only wanted to extract the files that i actually needed, but i noticed that the extraction took way to long. 

i then configured the packager resolver to preserve the build directories (where the archive is extracted) for debugging purposes and i noticed that the complete archive was still extracted although the packager.xml file contained the necessary 'include' tags to only inluce 3 JAR's. 

when using the preserveBuildDirectories switch on the packager resolver, it's also possible to view the ANT build file packager-output.xml (this one is generated by the packager resolver based on the packaging instructions). this build file is executed by the package resolver to do the extraction process. this is the relevant part of the packager-output.xml file for the above mentioded example for TestNG: 

{code:xml} 
<unzip src=""${resdir.N65541}${file.separator}${filename.N65541}"" dest=""archive""> 
<fileset dir="".""> 
<include name=""testng-2.5/*.jar""/> 
</fileset> 
</unzip> 
{code} 

but this is incorrect and that's why the complete zip is still extracted. the 'fileset' tag should be used to indicate a set of ZIP files that need to be extracted, not to indicate which resources from the archive (specified in the 'src' attribute of the unzip tag) need to be included when extracting. 'patternset' is what we need here instead of 'fileset' 

the actual problem is situated in the file src/java/org/apache/ivy/plugins/resolver/packager/packager.xsl on line 420 (in the ivy core project). 

{code:xml} 
<xsl:when test=""$type = 'zip' or $type = 'war' or $type = 'jar'""> 
<unzip src=""{$file}"" dest=""{$dir}""> 
<xsl:if test=""$includes""> 
<fileset dir="".""> 
<xsl:copy-of select=""$includes""/> 
</fileset> 
</xsl:if> 
</unzip> 
</xsl:when> 
{code} 

should be: 

{code:xml} 
<xsl:when test=""$type = 'zip' or $type = 'war' or $type = 'jar'""> 
<unzip src=""{$file}"" dest=""{$dir}""> 
<xsl:if test=""$includes""> 
<patternset> 
<xsl:copy-of select=""$includes""/> 
</patternset> 
</xsl:if> 
</unzip> 
</xsl:when> 
{code} 

the same needs to be done for the TAR part in the packages.xsl file. 

i already tried this fix and it works. 

if that's OK, i'll create a patch for this and provide the necessary unit tests to illustrate the problem and the fix. 
",,,,,,,packager_resolver,3/31/2010 21:16,,,,"7 years, 12 weeks, 3 days ago",,140783,,,Restricted to agents,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191954,,,,,,,,0|i0x84n:
Ivy,IVY-1180,"Support changing=""true"" for inline resolve/retrieve",New Feature,Resolved,Major,Fixed,Maarten Coene,Phil Clay,Phil Clay,4/2/2010 14:34,,5/7/2010 20:13,4/4/2010 6:04,2.1.0,2.2.0-RC1,Ant,,0,0,,,,,,,,,"For dependencies in an ivy.xml file, I can specify changing=""true"". 

I would like to be able to specify changing=""true"" for inline resolve/retrieves as well.",,,,,,,,4/2/2010 19:56,,,,"7 years, 15 weeks, 1 day ago",,140784,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,190831,,,,,,,,0|i0x173:
Ivy,IVY-1181,Fix broken links on ivy links page,Bug,Resolved,Major,Fixed,Maarten Coene,Archie Cobbs,Archie Cobbs,4/8/2010 20:12,,5/7/2010 20:12,4/8/2010 21:25,2.1.0,2.2.0-RC1,Documentation,,0,0,,,,,,,,,"Two changes for this page: http://ant.apache.org/ivy/links.html 

# The link to IvyRep should be removed, this repository no longer exists 
# Replace it with a link to [Ivy RoundUp|http://ivyroundup.googlecode.com/] which does exist and is actually used by a bunch of people 
",,,,,,,"links, repository, web",4/8/2010 21:25,,,,"7 years, 14 weeks, 3 days ago",,140785,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,190845,,,,,,,,0|i0x1a7:
Ivy,IVY-1182,Ability to install multiple modules with a single install task,Improvement,Open,Major,Unresolved,Unassigned,Andrew,Andrew,4/21/2010 1:43,,4/21/2010 1:43,,2.1.0,,Ant,,0,0,,,,,,,,"Ubuntu 9.10 AMD64, Ant 1.7.1, Java 1.6.0_15-b03 64-Bit","I would like the ability to specify multiple modules to install at once with the ivy:install task in Ant, and to say 'don't overwrite and don't fail if present', which achieves a few things. First, I'm installing more than one module here (roughly 20), and I'm not super-happy about the fact that I have to specify one install task for each, as that typically results in multiple versions of projects being installed (Apaches commons is especially prone to that). Now, this might sometimes be a good thing, but I know that all the modules I'm installing are going to be used by a single project, and it's just annoying to have more than one installed. The other problem is that each install task will install another copy of a library that already exists with the same version (e.g. commons-logging 1.1.1), and while that's not a problem while developing the repository, I'm not sure I'd like that to happen when installing to the company repository. It also means unnecessary downloads of artifacts.",,,,,,,,,,,,"7 years, 12 weeks, 5 days ago",,140786,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245754,,,,,,,,0|i16g6n:
Ivy,IVY-1183,Exclude modules from install task,Improvement,Open,Major,Unresolved,Unassigned,Andrew,Andrew,4/21/2010 1:44,,3/11/2012 23:17,,2.1.0,,Ant,,1,0,,,,,,,,"Ubuntu 9.10 AMD64, Ant 1.7.1, Java 1.6.0_15-b03 64-Bit","I would like the ability to exclude/ignore dependencies when making use of the ivy:install task. Log4J, for example, depends on various Sun libraries that aren't included in any repository, so to get it to install without error, I have to set transitive=""false"" and add the other dependencies as yet more install tasks. There are also other cases where I might not want to try and install a dependency. I'm not sure if I would want them to be excluded from the Ivy file, or simply not downloaded, but still included in the Ivy file.",,,,,,,,1/31/2012 19:58,,,,"5 years, 18 weeks ago",,140787,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245753,,,,,,,,0|i16g6f:
Ivy,IVY-1184,Manually specify publications / artifacts with ivy:install task,Improvement,Open,Major,Unresolved,Unassigned,Andrew,Andrew,4/21/2010 1:47,,3/11/2012 23:18,,2.1.0,,Ant,,0,0,,,,,,,,"Ubuntu 9.10 AMD64, Ant 1.7.1, Java 1.6.0_15-b03 64-Bit","I would like the ability to manually specify publications and/or artifacts when installing with the ivy:install task. Case in point: net.sf.json-lib#json-lib;2.3 - this project does not have the standard artifacts (1 jar, 1 source, 1 javadoc), rather it has two 'binary' (JARs with class files) artifacts (json-lib-2.3-jdk15.jar, and json-lib-2.3-jdk13.jar), each with their own sources and javadocs. At this stage, I'm not sure how I'd go about installing them with the install task. In fact, I'm quite sure I can't, and that I will have to install it manually. Bugger.",,,,,,,,3/11/2012 23:18,,,,"5 years, 18 weeks ago",,140788,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245752,,,,,,,,0|i16g67:
Ivy,IVY-1185,Cannot modify revision number with fromsystem rule,Bug,Open,Major,Unresolved,Unassigned,Andrew,Andrew,4/21/2010 1:53,,4/21/2010 1:53,,2.1.0,,Core,,0,0,,,,,,,,"Ubuntu 9.10 AMD64, Ant 1.7.1, Java 1.6.0_15-b03 64-Bit","Ability to revise revisions. At present, if I want all projects to have at least, say, a 3 digit revision number (e.g. 1.2.3) or to strip out a bit of text from the revision number (e.g. remove -FINAL), that's not possible as I get the following error when the following rule is applied: 

{noformat} 
public: bad revision found in 
http://repo1.maven.org/maven2/junit/junit/4.7/junit-4.7.pom: 
expected='4.7 found='4.7.0' 
{noformat} 

{noformat} 
<rule> 
<fromsystem> 
<src org=""org.junit"" module=""junit"" rev=""4.7.0"" /> 
<dest org=""$m0"" module=""$m0"" rev=""4.7"" /> 
</fromsystem> 
<tosystem> 
<src org=""junit"" module=""junit"" rev=""4.7"" /> 
<dest org=""org.$o0"" module=""$m0"" rev=""4.7.0"" /> 
</tosystem> 
</rule> 
{noformat} 

The interesting thing is that the {{tosystem}} rule does seem to work, but it's not properly applying the {{fromsystem}} rule...",,,,,,,,,,,,"7 years, 12 weeks, 5 days ago",,140789,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245751,,,,,,,,0|i16g5z:
Ivy,IVY-1186,Rules not properly applied to parent projects,Bug,Resolved,Major,Fixed,Maarten Coene,Andrew,Andrew,4/21/2010 2:00,,6/9/2010 18:53,6/9/2010 18:53,2.1.0,2.2.0-RC1,Core,,0,0,,,,,,,,,"It seems that rules are not properly applied to parent projects when rules are applied to them. If the parent project is explicitly installed first, then there are no problems, but if they are not then something breaks. 

e.g. I have to do the following: 
{noformat} 
<ivy:install organisation=""org.apache.ws"" module=""xmlrpc"" revision=""3.0"" from=""installerChain"" to=""local"" transitive=""true"" overwrite=""true"" /> 
{noformat} 
Before 
{noformat} 
<ivy:install organisation=""org.apache.ws"" module=""xmlrpc-common"" revision=""3.0"" from=""installerChain"" to=""local"" transitive=""true"" overwrite=""true"" /> 
{noformat} 

Otherwise it fails with an error similar to 
{noformat} 
public: bad organisation found in 
http://repo1.maven.org/maven2/org/apache/xmlrpc/xmlrpc/3.0/xmlrpc-3.0.pom: 
expected='org.apache.xmlrpc found='org.apache.ws' 
{noformat} 

Given that I have the following rule: 
{noformat} 
<rule> 
<fromsystem> 
<src org=""(org\.apache).ws"" module=""xmlrpc.*"" /> 
<dest org=""$o1.xmlrpc"" module=""$m0"" /> 
</fromsystem> 
<tosystem> 
<src org=""(org\.apache)\.xmlrpc"" module=""xmlrpc.*"" /> 
<dest org=""$o1.ws"" module=""$m0"" /> 
</tosystem> 
</rule> 
{noformat}",,,,,,,,6/9/2010 18:53,,,,"7 years, 5 weeks, 4 days ago",,140790,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,190020,,,,,,,,0|i0ww6v:
Ivy,IVY-1187,Support Maven Relocations or ability to override dependencies when using install task,Improvement,Open,Major,Unresolved,Unassigned,Andrew,Andrew,4/21/2010 2:06,,4/21/2010 2:06,,2.1.0,,"Ant, Core",,0,0,,,,,,,,,"Support relocations or the ability to override versions. e.g. xml-apis#xml-apis;2.0.2 has been relocated to xml-apis#xml-apis;1.0.b2, but Ivy fails, telling me to depend directly on the new version. Well, if I could, that would be awesome, but I can't because I have no choice about what revision a transitive dependency uses. So, I have to use the following rule instead: 

{noformat} 
<rule> 
<fromsystem> 
<src org=""org.apache.xml"" module=""xml-apis""/> 
<dest org=""$m0"" /> 
</fromsystem> 
<tosystem> 
<src org=""xml-apis"" module=""xml-apis"" rev=""2.0.2"" /> 
<dest org=""org.apache.xml"" module=""$m0"" rev=""1.0.b2"" /> 
</tosystem> 
</rule> 
{noformat} 

Which works, despite issue #1185 not working.",,,,,,,,,,,,"7 years, 12 weeks, 5 days ago",,140791,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245750,,,,,,,,0|i16g5r:
Ivy,IVY-1188,Resolving google guava fails where when using maven it works,Bug,Resolved,Major,Duplicate,Maarten Coene,Shay Banon,Shay Banon,5/3/2010 18:11,,5/7/2010 20:13,5/3/2010 18:59,2.1.0,2.2.0-RC1,Core,,0,0,,,,,,,IVY-1169,,"I am attaching a simple script that uses jclouds, which in turn uses google guava, and am getting this failure (this works when using maven): 

: ERRORS 
[ivy:retrieve] jclouds: bad organisation found in http://jclouds.googlecode.com/svn/repo/com/google/guava/guava-io/r03/guava-io-r03.pom: expected='com.google.guava' found='${parent.groupId}' 
",,,,,,,,5/3/2010 18:59,,,,"7 years, 10 weeks, 6 days ago",,140792,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192139,,,,,,,,0|i0x99r:
Ivy,IVY-1189,"Publish failing with usepoms=""false"" on JDK 1.5",Bug,Resolved,Major,Fixed,Unassigned,Fn Ord,Fn Ord,5/10/2010 18:32,,5/11/2010 15:53,5/11/2010 15:53,2.1.0,2.3.0-RC1,Ant,,0,1,,,,,,,,"Linux 2.6.9-55.ELsmp 
jdk1.5.0_22 
standalone Hudson 
Apache Archiva 1.1.3 and/or 1.3.0","This is a weird one, and it took me a very long time to hunt down. 

I have builds publishing via the ant publish target, as I have been for years. 

I recently set usepoms=""false"" and could no longer publish artifacts. The first artifact would publish, but any further artifacts, or the ivy.xml, would time out -- it's like the cirst connection never closes. 

Switching the JDK to 1.6 instantly fixes the publishing issue. 

Removing usepoms=""false"" also instantly fixes the issue. 

Unfortunately, neither of these are acceptable workarounds. We publish a lot of internal code without pom files, and every time we go to resolve this code, our Maven repo scours the net for pom files that don't exist, and some builds that should take minutes take upwards of an hour. 

",,,,,,,jdk1_5,5/10/2010 19:52,,,,"7 years, 9 weeks, 5 days ago",,140793,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191527,,,,,,,,0|i0x5hr:
Ivy,IVY-1190,What file is bad? Requesting better diagnostics,Improvement,Resolved,Major,Fixed,Maarten Coene,Stepan Koltsov,Stepan Koltsov,5/10/2010 19:15,,5/10/2010 19:29,5/10/2010 19:29,2.1.0,2.2.0-RC1,,,0,0,,,,,,,,,"Got a message: 

java.lang.RuntimeException: bad ivy file in cache for ru.yandex#misc;working@teamcity.dev.yandex.net: please clean and resolve again 

Please add ivy file full name to the exception message.",,,,,,,,5/10/2010 19:29,,,,"7 years, 9 weeks, 6 days ago",,140794,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,190824,,,,,,,,0|i0x15j:
Ivy,IVY-1191,Allow configuration exclusion for resolve/retrieve/publish/etc,New Feature,Open,Minor,Unresolved,Unassigned,Phil Clay,Phil Clay,5/11/2010 14:47,,5/12/2010 13:58,,2.1.0,,,,0,0,,,,,,,,,"For specifying confs for resolve/retrieve/publish, you can either 
* explicitly specify confs (e.g. ""build,deploy,test""), or 
* specify all (e.g. ""*""), or 
* specify all public (e.g. ""*(public)""), or 
* specify all private (e.g. ""*(private)"") 

All of these work on the principle of inclusion. i.e. only include those configurations I have specified. 

I would like the ability to select confs based on exclusion. i.e. Include everything, except the ones I have explicitly stated. 

The reason is that our build process, by default, builds a LOT of stuff. Our developers have the options of turning off certain things to make the builds faster. (For example, our build publishes instrumented artifacts for gathering code coverage data during qa cycles. It would be nice to be able to turn off the ""instrumented"" conf without having to know how to turn on everything but the ""instrumented"" conf) 

I'll propose one option. (There are probably several ways to do this...) 

In the conf string, use the - character to indicate exclusion. For example: 

* conf=""*,-instrumented"" would include everything except the instrumented conf 
* conf=""*(public),-instrumented"" would include all public confs except the instrumented conf 
* conf=""build,deploy,test,instrumented,-instrumented"" would only include build, deploy, test. I'd like this case to be handled, so we can have a default inclusion string (which may include everything ""*"", or be a specific list of inclusions ""build,deploy,test,instrumented""), but also be able to negate certain confs simply by concatinating an exclusion string ""-instrumented"". 
",,,,,,,,5/11/2010 15:00,,,,"7 years, 9 weeks, 4 days ago",,89172,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245749,,,,,,,,0|i16g5j:
Ivy,IVY-1192,"Not able to ignore checksum event when i set ivy.checksums variable as """"",Bug,Resolved,Major,Invalid,Unassigned,Almas,Almas,5/19/2010 17:05,,6/10/2010 19:44,6/10/2010 19:44,2.1.0,,Core,,0,0,,,,,,,,"I am using windows XP, ant 1.8.0, ivy 2.1.0","In my ivysettings.xml, i defined a property called ivy.checksums with value as """" as per the package resolver in tutorial, but still ivy doesn't ignore the checksum. It still fails saying ""SHA1 checksum verification for XXXXXXX failed!""",,,,,,,,5/19/2010 22:23,,,,"7 years, 5 weeks, 3 days ago",,140795,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192274,,,,,,,,0|i0xa3r:
Ivy,IVY-1193,"Trying to move Ivy to an HTTP-based publish model, we discovered that it doesn't perform a MKCOL before doing a PUT.",Bug,Open,Major,Unresolved,Unassigned,Ervin Beba,Ervin Beba,5/25/2010 14:40,,7/1/2012 22:41,,2.1.0,,Core,,0,2,,,,,,,IVY-1307,All environments.,"The problem is that when Ivy attempts to publish to a URL resolver via HTTP, it does not adhere to the WebDav requirement that you create the parent path (parent collections) with a MKCOL command before the PUT command. Ivy incorrectly just attempts to PUT artifacts to a path which hasn't been created.",,,,,,,"http, mkcol, publish, webdav",5/25/2010 21:53,,,,"7 years, 5 weeks, 3 days ago",,67164,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245748,,,,,,,,0|i16g5b:
